site_id,value_key,pred_time,time,predicted_local,predicted_cluster_location,predicted_cluster_orientation,predicted_global,predicted_avg_local_global,cluster_location_model_round,cluster_orientation_model_round,local_model_round,global_model_round,actual,ghi,solar_rad,temp,precip,snow_depth,clouds,kwp
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 00:00:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.4,0.87890625,3.5,99.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 00:15:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.4,0.87890625,3.5,99.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 00:30:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.4,0.87890625,3.5,99.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 00:45:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.4,0.87890625,3.5,99.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 01:00:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.8,0.41015625,2.9,93.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 01:15:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.8,0.41015625,2.9,93.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 01:30:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.8,0.41015625,2.9,93.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 01:45:00,0.0,,,,,,,1,,0.0,0.0,0.0,1.8,0.41015625,2.9,93.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 02:00:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.2,0.20507812,2.3,88.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 02:15:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.2,0.20507812,2.3,88.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 02:30:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.2,0.20507812,2.3,88.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 02:45:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.2,0.20507812,2.3,88.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 03:00:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.5,0.078125,1.7,98.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 03:15:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.5,0.078125,1.7,98.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 03:30:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.5,0.078125,1.7,98.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 03:45:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.5,0.078125,1.7,98.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 04:00:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.0,0.17333984,0.8,80.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 04:15:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.0,0.17333984,0.8,80.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 04:30:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.0,0.17333984,0.8,80.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 04:45:00,0.0,,,,,,,1,,0.0,0.0,0.0,2.0,0.17333984,0.8,80.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 05:00:00,0.0,,,,,,,1,,0.0,112.96,91.30548,2.3,0.119628906,0.6,90.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 05:15:00,0.0,,,,,,,1,,0.0,112.96,91.30548,2.3,0.119628906,0.6,90.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 05:30:00,0.0,,,,,,,1,,0.0,112.96,91.30548,2.3,0.119628906,0.6,90.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 05:45:00,1040.6266,,,,,,,1,,17.897301666666667,112.96,91.30548,2.3,0.119628906,0.6,90.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 06:00:00,2072.5146,,,,,,,1,,25.127719166666665,288.36,78.07309,2.9,0.11425781,0.4,94.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 06:15:00,4055.2007,,,,,,,1,,38.40609277777778,288.36,78.07309,2.9,0.11425781,0.4,94.0,124.0
site_0027,POWER_PRODUCTION,2024-11-18 14:21:22.191803,2024-04-24 06:30:00,6029.1484,,,,,,,1,,77.62357166666666,288.36,78.07309,2.9,0.11425781,0.4,94.0,124.0
